"","practice","fmi1","fmi2","fmi3","fmi4","fmi5","fmi6","fmi7","fmi8","fmi9","fmi10","fmi11","fmi12","fmi13","fmi14"
"232",0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,1,1,0.666666666666667,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"233",0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333
"234",0,1,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0
"235",0,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667
"236",0,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,1,1,1
"237",0,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,1,0,0.333333333333333,0,0.333333333333333,0,1
"238",0,0.666666666666667,0,0.333333333333333,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0,1,0.666666666666667,0,0.333333333333333
"239",0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333
"240",0,1,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0,0.666666666666667
"241",1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667
"242",1,0.666666666666667,0.666666666666667,1,1,1,0.666666666666667,1,1,1,0.666666666666667,1,1,1,1
"243",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"244",1,0.666666666666667,0.333333333333333,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0.666666666666667,1
"245",1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1
"246",1,1,0.666666666666667,1,1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667
"247",1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667
"248",1,0.666666666666667,1,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.333333333333333,0.333333333333333,1
"249",1,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"250",1,0.666666666666667,0,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1
"251",1,1,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.666666666666667
"252",1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1
"253",1,0.666666666666667,0,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667
"254",1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667
"255",1,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667
"256",1,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,1
"257",1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"258",1,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,1,0.333333333333333,0.333333333333333,1,0.666666666666667,0.666666666666667,0.333333333333333
"259",1,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"260",1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"261",1,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1
"262",1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,0.333333333333333,0.666666666666667
"263",1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667
"264",1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"265",1,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,0.666666666666667,1,1,0,1
"266",1,1,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,1
"267",1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,1,1,1,0.666666666666667,1,0.666666666666667
"268",1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667
"269",1,1,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,1
"270",1,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,1,1,0.333333333333333,1
"271",1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"272",1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667
"273",1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"274",1,0.666666666666667,1,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,1,1,1,0.666666666666667
"275",1,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667
"276",1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,1,1
"277",1,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667
"278",1,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667
